work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2023,SE,FT,Data Analyst,100000,USD,100000,US,0,US,M
2022,SE,FT,Data Engineer,215000,USD,215000,US,0,US,M
2023,SE,FT,Machine Learning Engineer,247500,USD,247500,US,0,US,M
2023,SE,FT,Data Engineer,115000,USD,115000,US,0,US,M
2022,SE,FT,Data Scientist,36000,EUR,37824,ES,0,ES,M
2023,SE,FT,Machine Learning Engineer,36000,EUR,38631,LV,0,LV,M
2022,SE,FT,Data Science Manager,100000,USD,100000,US,100,US,L
2023,EN,FT,Research Engineer,125000,USD,125000,US,0,US,M
2021,MI,FT,Data Scientist,100000,EUR,100000,US,100,DE,S
2023,SE,FT,Data Engineer,100000,GBP,100000,GB,0,GB,M
2023,SE,FT,Analytics Engineer,179820,USD,179820,US,0,US,M
2023,EN,FT,Data Analyst,75000,USD,75000,US,100,US,M
2023,SE,FT,Data Scientist,100000,USD,100000,US,0,US,M
2022,SE,FT,Data Engineer,145000,USD,145000,US,0,US,M
2022,SE,FT,Data Analyst,130000,USD,130000,CA,100,CA,M
2023,SE,FT,Data Analyst,100000,USD,100000,US,100,US,M
2023,SE,FT,Analytics Engineer,183500,USD,183500,US,100,US,M
2023,SE,FT,Data Science Manager,138750,USD,138750,US,100,US,M
2022,SE,FT,Data Scientist,260000,USD,260000,US,100,US,M
2022,SE,FT,Data Scientist,155000,USD,155000,US,100,US,M
2023,SE,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,M
2023,MI,FT,Data Analyst,100000,USD,100000,US,0,US,M
2022,MI,FT,Data Engineer,260000,USD,260000,US,0,US,M
2021,MI,FT,Data Engineer,250000,TRY,100000,TR,100,TR,M
2023,SE,FT,Data Scientist,100000,USD,100000,US,0,US,M
2023,SE,FT,Data Architect,149040,USD,149040,US,100,US,M
2022,SE,FT,Machine Learning Engineer,70000,EUR,73546,FR,100,FR,M
2022,SE,FT,Analytics Engineer,100000,USD,100000,US,100,US,M
2023,SE,FT,Data Analyst,153600,USD,153600,US,0,US,M
2022,SE,FT,AI Scientist,125000,USD,125000,CO,100,CO,L
2023,SE,FT,Data Analyst,125000,USD,125000,US,100,US,M
2023,SE,FT,Data Engineer,126000,USD,126000,US,0,US,M
2022,SE,FT,Data Engineer,215000,USD,215000,US,100,US,M
2022,SE,FT,Data Scientist,149850,USD,149850,US,0,US,M
2022,SE,FT,Data Analyst,169000,USD,169000,US,0,US,M
2021,MI,FT,Data Scientist,100000,USD,100000,US,100,US,L
2023,MI,FT,Machine Learning Engineer,100000,GBP,100000,GB,0,GB,M
2022,MI,FT,Data Scientist,100000,GBP,100000,GB,50,GB,M
2022,SE,FT,Data Engineer,80000,USD,80000,US,100,US,M
2021,MI,FT,Machine Learning Engineer,75000,EUR,88654,BE,100,BE,M
2023,EN,FT,Applied Scientist,100000,USD,100000,US,0,US,L
2022,SE,FT,Machine Learning Engineer,204500,USD,204500,US,0,US,M
2023,MI,FT,Data Engineer,130000,USD,130000,US,0,US,M
2023,EN,FT,Data Analyst,60000,USD,60000,US,100,US,M
2023,SE,FT,Machine Learning Engineer,147000,USD,147000,US,0,US,M
2023,SE,FT,Data Scientist,36000,EUR,38631,ES,0,ES,M
2022,MI,FT,Data Scientist,153000,USD,153000,US,100,US,L
2023,SE,FT,Data Scientist,120000,USD,120000,US,0,US,M
2023,EN,FT,Data Analyst,30000,USD,30000,IN,50,IN,M
2022,EX,FT,Data Science Manager,106000,USD,106000,US,0,RU,L
2022,SE,FT,Data Scientist,80000,GBP,98506,GB,0,GB,M
2022,SE,FT,Data Analyst,115934,USD,115934,US,100,US,M
2022,SE,FT,Data Scientist,350000,USD,100000,US,100,US,M
2022,MI,FT,Data Scientist,110000,USD,110000,US,100,US,L
2023,SE,FT,Data Engineer,276000,USD,276000,US,100,US,M
2022,SE,FT,Analytics Engineer,150000,USD,150000,US,0,US,M
2022,MI,FT,Computer Vision Engineer,1250000,INR,100000,IN,100,IN,M
2023,SE,FT,Data Engineer,205600,USD,205600,US,0,US,L
2023,EX,FT,Head of Data Science,100000,GBP,100000,GB,0,GB,M
2023,EN,FT,Data Scientist,100000,USD,100000,US,0,US,M
2022,MI,FT,Data Engineer,75000,USD,75000,US,100,US,M
2021,SE,FT,Machine Learning Scientist,120000,USD,120000,US,50,US,S
2022,MI,FT,Business Data Analyst,100000,INR,100000,IN,50,IN,L
2022,MI,FT,Data Scientist,100000,GBP,100000,GB,100,GB,M
2022,MI,FT,Data Engineer,175000,USD,175000,US,0,US,M
2022,SE,FT,Data Scientist,152000,USD,152000,US,0,US,M
2022,MI,FT,Data Analyst,40000,GBP,49253,GB,100,GB,M
2023,SE,FT,Data Scientist,100000,USD,100000,US,0,US,M
2023,SE,FT,Data Engineer,65000,USD,65000,US,100,US,M
2022,SE,FT,Data Specialist,110000,USD,110000,US,0,US,M
2023,SE,FT,Machine Learning Engineer,172200,USD,172200,US,0,US,M
2023,SE,FT,Data Scientist,100000,USD,100000,US,0,US,M
2022,MI,FT,AI Scientist,120000,USD,120000,US,0,US,M
2023,SE,FL,Data Engineer,50000,USD,50000,NG,50,AU,M
2020,MI,FT,Data Scientist,100000,USD,100000,US,100,US,M
2023,MI,FT,Machine Learning Engineer,145000,USD,145000,US,0,US,M
2022,SE,FT,Data Analyst,169000,USD,169000,US,0,US,M
2020,SE,FT,Data Scientist,100000,USD,100000,US,100,US,L
2022,SE,FT,Data Analyst,99000,USD,99000,US,0,US,M
2023,MI,FT,Data Engineer,90000,USD,90000,US,0,US,M
2021,SE,FT,Principal Data Scientist,220000,USD,220000,US,0,US,L
2022,EN,FT,Data Engineer,100000,EUR,100000,PK,100,DE,M
2022,SE,FT,Data Analyst,81666,USD,81666,US,100,US,M
2022,SE,FT,Data Engineer,100000,USD,100000,US,0,US,M
2022,SE,FT,Data Analyst,60000,USD,60000,US,100,US,M
2023,MI,FT,Data Analyst,130000,USD,130000,CA,100,CA,M
2023,SE,FT,Data Scientist,100000,USD,100000,US,0,US,M
2022,SE,FT,Data Engineer,115000,USD,115000,US,0,US,M
2023,SE,FT,Data Scientist,140000,USD,140000,US,0,US,M
2022,SE,FT,Data Engineer,120000,USD,120000,US,0,US,M
2023,MI,FT,Data Analyst,85000,USD,85000,US,0,US,M
2021,EX,FT,Director of Data Science,110000,EUR,100000,DE,50,DE,M
2022,SE,FT,Lead Data Scientist,192000,USD,192000,US,100,US,L
2021,EN,FT,Big Data Engineer,100000,INR,100000,IN,100,IN,L
2023,SE,FT,Data Engineer,129000,USD,129000,US,0,US,M
2022,SE,FT,Data Scientist,191475,USD,191475,US,100,US,M
2023,SE,FT,Data Analyst,185000,USD,185000,US,100,US,M
2022,MI,FT,Machine Learning Engineer,80000,EUR,84053,FR,100,DE,M
2021,MI,FT,Data Architect,150000,USD,150000,US,100,US,L
2023,SE,FT,Data Analyst,125000,USD,125000,US,0,US,M
2023,SE,FT,Applied Scientist,205000,USD,205000,US,100,US,M
2022,SE,FT,Machine Learning Engineer,140000,USD,140000,CA,0,CA,M
2023,EN,FT,AI Developer,60000,EUR,100000,DE,0,DE,M
2023,SE,FT,Data Analyst,175000,USD,175000,US,100,US,M
2022,MI,FT,Data Scientist,96000,GBP,100000,GB,0,GB,M
2023,SE,FT,Data Science Lead,100000,USD,100000,US,0,US,M
2022,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M
2023,EN,FT,Data Analyst,75000,USD,75000,US,0,US,M
2022,EX,FT,Data Engineer,100000,USD,100000,US,100,US,M
2023,SE,FT,Data Analyst,130000,USD,130000,US,100,US,M
2023,SE,FT,ML Engineer,200000,USD,200000,US,0,US,M
2022,SE,FT,Data Analyst,100000,USD,100000,US,100,US,M
2022,EN,FT,Data Engineer,57000,EUR,100000,NL,100,NL,L
2023,SE,FT,Data Engineer,170000,USD,170000,US,0,US,M
2022,SE,FT,Data Analytics Manager,100000,USD,100000,US,100,US,M
2022,SE,FT,Data Analyst,110600,USD,110600,US,0,US,M
2022,MI,FT,Data Engineer,50000,GBP,61566,GB,0,GB,M
2023,MI,FT,Data Science Manager,70000,USD,70000,US,0,US,M
2023,MI,FT,Data Engineer,130000,USD,130000,US,0,US,M
2023,SE,FT,Data Scientist,175000,USD,175000,US,100,US,M
2022,SE,FT,Data Analyst,90320,USD,90320,US,100,US,M
2023,SE,FT,Data Scientist,170000,USD,170000,US,100,US,M
2022,SE,FT,Data Science Manager,152500,USD,152500,US,100,US,M
2023,SE,FT,Data Analyst,80000,USD,80000,US,100,US,M
2023,SE,FT,Data Scientist,100000,USD,100000,US,0,US,M
2022,SE,FT,Applied Scientist,191475,USD,191475,US,100,US,M
2023,MI,FT,Data Engineer,45000,EUR,48289,SI,100,SI,M
2023,SE,FT,Research Scientist,136000,USD,136000,US,0,US,M
2022,MI,FT,Data Engineer,115000,USD,115000,US,0,US,M
2022,SE,FT,Data Engineer,140000,USD,140000,US,100,US,M
2023,SE,FT,Analytics Engineer,87000,USD,87000,US,0,US,M
2022,SE,FT,Data Scientist,45000,EUR,47280,ES,0,ES,M
2023,EN,FT,Data Scientist,100000,INR,100000,IN,50,IN,L
2023,SE,FT,Data Scientist,186000,USD,186000,US,0,US,M
2023,MI,FT,Machine Learning Engineer,48000,GBP,100000,GB,100,GB,M
2023,SE,FT,Computer Vision Engineer,100000,USD,100000,US,0,US,M
2023,SE,FT,Research Scientist,100000,USD,100000,ES,0,ES,M
2023,SE,FT,Data Engineer,226700,USD,226700,US,0,US,M
2022,SE,FT,Machine Learning Software Engineer,100000,USD,100000,CA,100,CA,M
2023,SE,FT,Data Engineer,145000,USD,145000,US,0,US,M
2023,SE,FT,Machine Learning Scientist,100000,USD,100000,US,100,US,M
2023,SE,FT,Machine Learning Engineer,109400,USD,109400,US,0,US,M
2022,EX,FT,Data Engineer,100000,USD,100000,US,100,US,M
2022,MI,FT,Data Analyst,65000,USD,65000,CA,0,CA,M
2022,SE,FT,Data Analyst,100000,USD,100000,US,0,US,M
2023,MI,FT,AI Scientist,36000,EUR,38631,ES,50,ES,L
2023,SE,FT,Data Scientist,195000,USD,195000,US,0,US,M
2023,SE,FT,Data Scientist,170000,USD,170000,US,0,US,M
2022,SE,FT,Data Engineer,100000,USD,100000,US,100,US,M
2023,SE,FT,Data Engineer,95000,USD,95000,US,100,US,M
2022,SE,FT,Data Analyst,105000,USD,105000,US,0,US,M
2022,SE,FT,Data Engineer,216000,USD,216000,US,100,US,M
2023,SE,FT,Machine Learning Engineer,170000,USD,170000,US,0,US,M
2023,MI,FT,Data Engineer,200000,USD,200000,US,0,US,M
2022,SE,FT,Data Scientist,136000,USD,136000,US,100,US,M
2020,MI,FT,Data Engineer,100000,EUR,100000,FR,50,FR,L
2021,SE,FT,Data Engineer,150000,USD,150000,US,0,US,L
2023,SE,FT,Data Analyst,75000,USD,75000,US,100,US,M
2022,SE,FT,Data Analyst,120000,USD,120000,US,0,US,M
2022,SE,FT,Data Engineer,145000,USD,145000,US,100,US,M
2022,SE,FT,Data Analyst,100000,USD,100000,US,100,US,M
2023,SE,FT,Analytics Engineer,179820,USD,179820,US,0,US,M
2022,MI,FT,Data Operations Engineer,60000,USD,60000,US,100,US,M
2022,SE,FT,Data Scientist,100000,USD,100000,US,100,US,L
2022,SE,FT,Data Scientist,104000,USD,104000,US,100,US,M
2022,SE,FT,Data Engineer,275000,USD,275000,US,100,US,M
2022,SE,FT,Data Engineer,100000,USD,100000,US,100,US,L
2022,SE,FT,Data Analyst,55000,USD,55000,US,100,US,M
2022,SE,FT,Data Scientist,36000,EUR,37824,ES,0,ES,M
2022,SE,FT,Data Analyst,115934,USD,115934,US,100,US,M
2022,SE,FT,Analytics Engineer,110000,USD,110000,US,0,US,M
2022,MI,FT,Machine Learning Engineer,130000,USD,130000,US,0,US,M
2023,SE,FT,Data Architect,100000,USD,100000,US,100,US,M
2023,SE,FT,Data Engineer,183600,USD,183600,US,0,US,M
2023,SE,FT,Data Scientist,275300,USD,275300,US,100,US,M
2022,SE,FT,Data Engineer,117000,USD,117000,US,0,US,M
2023,SE,FT,Data Scientist,100000,USD,100000,US,0,US,M
2023,SE,FT,Data Engineer,100000,USD,100000,US,100,US,M
2023,SE,FT,Data Scientist,136000,USD,136000,US,0,US,M
2022,SE,FT,Machine Learning Engineer,150000,USD,150000,US,100,US,L
2023,MI,FT,Data Scientist,90000,GBP,109371,GB,0,GB,M
2023,SE,FT,Data Engineer,100000,USD,100000,US,100,US,M
2022,SE,FT,Data Scientist,36000,EUR,37824,ES,0,ES,M
2022,SE,FT,Data Scientist,191475,USD,191475,US,100,US,M
2022,SE,FT,Data Engineer,120000,USD,120000,US,0,US,M
2022,SE,FT,Research Scientist,300000,USD,300000,US,100,US,M
2022,MI,FT,Data Analyst,109000,USD,109000,US,0,US,M
2023,SE,FT,Research Scientist,200000,USD,200000,US,0,US,M
2023,SE,FT,Data Scientist,190000,USD,190000,CA,0,CA,M
2022,SE,FT,Analytics Engineer,170000,USD,170000,US,100,US,M
2022,SE,FT,Data Engineer,210000,USD,210000,US,100,US,M
2022,SE,FT,Data Architect,128000,USD,128000,US,0,US,M
2022,SE,FT,Applied Scientist,205000,USD,205000,US,100,US,M
2022,EN,FT,Data Scientist,85000,USD,85000,US,0,US,M
2022,SE,FT,Data Scientist,154000,USD,154000,US,0,US,M
2023,SE,FT,Data Scientist,186000,USD,186000,US,0,US,M
2023,SE,FT,Data Engineer,162500,USD,162500,US,100,US,M
2023,MI,FT,Data Analyst,100000,USD,100000,US,0,US,M
2022,SE,FT,Data Analyst,110600,USD,110600,US,0,US,M
2020,MI,FT,Data Analyst,85000,USD,85000,US,100,US,L
2022,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M
2022,SE,FT,Data Engineer,250000,USD,250000,US,0,US,M
2023,SE,FT,Machine Learning Infrastructure Engineer,70000,EUR,75116,FR,100,FR,M
2023,SE,FT,Data Architect,115000,USD,115000,US,100,US,M
2022,SE,FT,Data Analyst,81666,USD,81666,US,100,US,M
2022,SE,FT,Machine Learning Engineer,220000,USD,220000,US,100,US,M
2022,EX,FT,Data Analyst,110000,USD,110000,US,100,US,M
2022,MI,FT,Data Science Manager,241000,USD,241000,US,100,US,M
2021,SE,FT,Data Scientist,45000,EUR,100000,FR,50,FR,L
2023,SE,FT,Data Engineer,100000,USD,100000,US,100,US,M
2022,SE,FT,Data Scientist,100000,USD,100000,US,100,US,M
2022,SE,FT,Machine Learning Software Engineer,168000,USD,168000,CA,100,CA,M
2022,SE,FT,Data Engineer,170000,USD,170000,US,0,US,M
2022,SE,FT,Data Engineer,105200,USD,105200,US,0,US,M
2022,MI,FT,Data Operations Engineer,100000,USD,100000,US,100,US,M
2022,SE,FT,Applied Scientist,141525,USD,141525,US,100,US,M
2023,MI,FT,Data Engineer,162500,USD,162500,US,0,US,M
2022,MI,FT,Data Analyst,150000,USD,150000,US,100,US,M
2022,MI,FT,Data Scientist,120000,USD,120000,US,0,US,M
2020,EN,FT,Data Science Consultant,100000,INR,100000,IN,50,IN,M
2022,MI,FT,Data Scientist,52000,EUR,100000,NL,100,NL,S
2023,MI,FT,Data Science Manager,220000,USD,220000,US,0,US,M
2022,EN,FT,Data Engineer,65000,USD,65000,US,0,US,M
2022,SE,FT,Machine Learning Engineer,100000,USD,100000,CA,100,CA,M
2022,MI,CT,NLP Engineer,60000,USD,60000,IN,100,US,S
2022,SE,FT,Data Science Manager,172200,USD,172200,US,0,US,M
2023,SE,FT,Machine Learning Engineer,130000,USD,130000,US,0,US,M
2020,EN,FT,Data Analyst,72000,USD,72000,US,100,US,L
2021,MI,FT,Data Scientist,100000,INR,100000,IN,0,IN,S
2023,SE,FT,Data Analytics Manager,100000,USD,100000,US,0,US,M
2022,SE,FT,Data Analyst,100000,USD,100000,US,0,US,M
2022,SE,FT,Data Specialist,100000,USD,100000,US,100,US,L
2022,MI,FT,Applied Data Scientist,157000,USD,100000,US,100,US,L
2022,SE,FT,Data Engineer,100000,USD,100000,US,100,US,M
2022,SE,FT,Data Engineer,100000,USD,100000,US,0,US,M
2022,SE,FT,ETL Developer,250000,USD,250000,US,0,US,M
2022,SE,FT,Data Analyst,95000,USD,95000,US,0,US,M
2023,SE,FT,Machine Learning Engineer,100000,USD,100000,US,0,US,M
2023,EN,FT,Data Engineer,65000,USD,65000,US,0,US,M
2023,SE,FT,Data Engineer,150000,USD,150000,US,0,US,M
2022,SE,FT,Data Analyst,169000,USD,169000,US,0,US,M
2023,SE,FT,Data Scientist,225000,USD,225000,US,0,US,M
2023,SE,FT,Data Scientist,175000,USD,175000,US,0,US,M
2022,MI,FT,Data Engineer,80000,EUR,84053,GR,100,GR,M
2023,SE,FT,Machine Learning Engineer,140000,USD,140000,US,100,US,M
2023,EN,FT,Research Scientist,150000,USD,150000,US,0,US,M
2022,MI,FT,Data Analyst,100000,USD,100000,US,0,US,M
2023,EX,FT,Analytics Engineer,153000,USD,153000,US,100,US,M
2023,SE,FT,Data Engineer,160000,USD,160000,US,100,US,M
2023,SE,FT,ML Engineer,220000,USD,220000,US,0,US,M
2022,MI,FT,Data Analyst,100000,USD,100000,CA,0,CA,M
2023,SE,FT,Data Engineer,150000,USD,150000,US,0,US,M
2023,SE,FT,Data Engineer,160000,USD,160000,US,0,US,M
2022,SE,FT,Data Scientist,249500,USD,249500,US,0,US,M
2022,MI,FT,BI Data Analyst,100000,AUD,100000,AU,100,AU,M
2023,SE,FT,Data Engineer,139000,USD,139000,US,100,US,M
2020,EN,FT,Data Analyst,10000,USD,10000,NG,100,NG,S
2022,SE,FT,Data Analyst,52500,USD,52500,US,0,US,M
2022,SE,FT,Data Scientist,100000,USD,100000,US,100,US,M
2021,MI,FT,Lead Data Analyst,100000,INR,100000,IN,100,IN,L
2022,SE,FT,Data Analyst,135000,USD,135000,US,100,US,M
2022,SE,FT,Data Science Engineer,60000,USD,60000,AR,100,MX,L
2023,SE,FT,Data Engineer,252000,USD,252000,US,0,US,M
2022,MI,FT,Data Analyst,75000,USD,75000,US,100,US,M
2022,MI,FT,Data Analyst,100000,INR,100000,IN,100,IN,L
2021,MI,FT,ML Engineer,100000,JPY,100000,JP,50,JP,S
2023,SE,FT,Data Engineer,100000,USD,100000,US,0,US,M
2023,SE,FT,Principal Data Scientist,80000,EUR,100000,ES,100,ES,L
2021,EN,FT,Machine Learning Developer,100000,USD,100000,US,50,US,S
2022,SE,FT,Data Science Manager,100000,USD,100000,US,0,US,M
2022,SE,FT,Data Scientist,100000,USD,100000,US,100,US,M
2023,MI,FT,Research Engineer,120000,USD,120000,US,100,US,M
2022,SE,FT,Data Engineer,135000,USD,135000,US,0,US,M
2023,SE,FT,Data Analyst,106000,USD,106000,US,0,US,M
2023,EN,FT,Data Analyst,75000,USD,75000,US,100,US,M
2021,EX,FT,Director of Data Science,120000,EUR,100000,DE,0,DE,L
2022,MI,FT,Machine Learning Researcher,100000,USD,100000,US,100,US,M
2023,SE,FT,Data Architect,113000,USD,113000,US,0,US,M
2023,SE,FT,Data Engineer,130000,USD,130000,US,100,US,M
2022,SE,FT,Data Scientist,140400,USD,140400,US,0,US,M
2023,MI,FT,Data Engineer,95000,GBP,100000,GB,100,GB,L
2023,MI,FT,Data Engineer,140000,USD,140000,US,0,US,M
2022,EN,FT,Data Engineer,120000,USD,120000,US,100,US,M
2023,MI,FT,Lead Data Analyst,100000,USD,100000,US,0,US,L
2022,SE,FT,Data Scientist,191475,USD,191475,US,100,US,M
2023,MI,FT,Data Engineer,80000,USD,80000,ES,100,ES,M
2023,SE,FT,Data Engineer,252000,USD,252000,US,0,US,M
2023,EX,FT,Data Engineer,145000,USD,145000,US,0,US,M
2022,SE,FT,Data Architect,113900,USD,113900,US,100,US,M
2022,SE,FT,Machine Learning Engineer,131300,USD,131300,US,100,US,L
2022,SE,FT,Data Engineer,136000,USD,136000,US,0,US,M
2021,SE,FT,Data Engineer,125000,CAD,100000,CA,50,CA,M
2023,SE,FT,Data Scientist,59000,EUR,100000,US,50,US,L
2021,SE,FT,Computer Vision Engineer,24000,USD,24000,BR,100,BR,M
2023,SE,FT,Data Engineer,139500,USD,139500,US,0,US,M
2023,EN,FT,Data Scientist,190000,USD,190000,US,0,US,M
2022,SE,FT,Data Engineer,100000,USD,100000,US,0,US,M
2022,SE,FT,Data Scientist,92000,USD,92000,US,100,US,L
2020,MI,FT,Data Scientist,100000,USD,100000,US,100,US,M
2022,SE,FT,Director of Data Science,55000,EUR,100000,FR,50,FR,L
2023,SE,FT,Data Engineer,115000,USD,115000,US,0,US,M
2022,SE,FT,Applied Scientist,205000,USD,205000,US,100,US,M
2022,SE,FT,Data Scientist,120000,USD,120000,US,100,US,M
2022,SE,FT,Data Engineer,200000,USD,200000,US,0,US,M
2021,EN,FT,Data Engineer,55000,EUR,100000,DE,50,DE,M
2023,SE,FT,Data Engineer,265000,USD,265000,US,0,US,M
2022,SE,FT,Data Analyst,130000,USD,130000,US,0,US,M
2022,SE,FT,Data Analyst,100000,USD,100000,US,100,AU,L
2023,MI,FT,Machine Learning Engineer,140000,USD,140000,US,100,US,M
2023,SE,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,M
2022,MI,FT,Data Engineer,65000,GBP,80036,GB,100,GB,M
2023,SE,FT,Applied Scientist,205000,USD,205000,US,100,US,M
2023,SE,FT,Data Engineer,100000,USD,100000,US,100,US,M
2022,MI,FT,AI Scientist,200000,USD,200000,IN,100,US,L
2023,MI,FT,Data Scientist,100000,USD,100000,US,0,US,M
2021,EN,FT,Data Scientist,100000,USD,100000,US,0,US,S
2020,MI,FT,Lead Data Engineer,56000,USD,100000,PT,100,US,M
2023,SE,FT,Machine Learning Engineer,126000,USD,126000,US,0,US,M
2022,MI,FT,Data Engineer,90000,GBP,110820,GB,0,GB,M
2020,EN,FT,Research Scientist,42000,USD,100000,NL,50,NL,L
2022,SE,FT,Lead Machine Learning Engineer,80000,EUR,84053,DE,0,DE,M
2023,SE,FT,Data Engineer,275000,USD,275000,US,0,US,M
2022,SE,FT,Data Specialist,95000,USD,95000,US,100,US,M
2022,MI,FT,Data Analyst,100000,USD,100000,US,0,US,M
2021,MI,FT,Data Engineer,108000,TRY,100000,TR,0,TR,M
2021,EN,PT,Computer Vision Engineer,180000,DKK,100000,DK,50,DK,S
2023,SE,FT,Data Architect,113900,USD,113900,US,100,US,M
2022,SE,FT,Data Analyst,81666,USD,81666,US,100,US,M
2022,SE,FT,Data Analyst,144000,USD,144000,US,100,US,M
2023,EN,FT,Data Scientist,50000,USD,50000,IN,100,US,M
2023,SE,FT,Data Analyst,110000,USD,110000,US,0,US,M
2022,SE,FT,Machine Learning Engineer,201000,USD,201000,US,100,US,M
2022,SE,FT,Data Scientist,203500,USD,203500,US,0,US,M
2023,SE,FT,Data Engineer,100000,USD,100000,US,100,US,M
2022,MI,FT,Data Scientist,100000,USD,100000,US,100,US,M
2023,SE,FT,Data Scientist,100000,USD,100000,US,0,US,M
2022,SE,FT,Data Engineer,185900,USD,185900,US,0,US,M
2021,MI,FT,Data Scientist,100000,INR,100000,IN,100,US,S
2022,EN,FT,Data Analytics Engineer,20000,USD,20000,PK,0,PK,M
2022,SE,FT,Data Engineer,130000,USD,130000,US,100,US,M
2023,SE,FT,Data Manager,100000,USD,100000,US,100,US,M
2022,SE,FT,Data Scientist,191475,USD,191475,US,100,US,M
2021,EX,FT,Head of Data,230000,USD,230000,RU,50,RU,L
2022,SE,FT,Data Engineer,200000,USD,200000,US,100,US,M
2022,SE,FT,Data Science Manager,300000,USD,300000,US,100,US,M
2023,SE,FT,ML Engineer,100000,USD,100000,US,0,US,M
2022,MI,FT,MLOps Engineer,124000,USD,124000,US,100,US,M
2022,SE,FT,Data Scientist,173000,USD,173000,US,100,US,M
2022,MI,FT,Data Scientist,141300,USD,141300,US,0,US,M
2023,SE,FT,Data Science Manager,120000,USD,120000,US,0,US,M
2023,MI,FT,Data Engineer,125000,USD,125000,US,0,US,M
2023,SE,FT,Data Engineer,126000,USD,126000,US,0,US,M
2022,SE,FT,Machine Learning Engineer,201000,USD,201000,US,100,US,M
2023,SE,FT,Data Engineer,200000,USD,200000,US,0,US,M
2023,MI,FT,Data Science Consultant,90000,USD,90000,US,0,US,M
2022,SE,FT,Applied Scientist,184000,USD,184000,US,100,US,M
2023,SE,FT,Data Engineer,146000,USD,146000,US,100,US,M
2021,MI,FT,Data Science Lead,150000,USD,150000,US,100,US,M
2023,SE,FT,Data Scientist,120000,USD,120000,CA,0,CA,M
2022,SE,FT,Data Scientist,100000,USD,100000,US,100,US,M
2022,SE,FT,Data Engineer,75000,USD,75000,US,0,US,M
2023,MI,FT,Data Analyst,165000,USD,165000,US,0,US,M
2022,SE,FT,Data Engineer,144000,USD,144000,US,100,US,M
2023,SE,FT,Data Engineer,128000,USD,128000,US,0,US,M
2023,SE,FT,Data Engineer,90000,USD,90000,US,0,US,M
2022,SE,FT,Data Scientist,126500,USD,126500,US,100,US,M
2023,MI,FT,Data Scientist,105000,USD,105000,US,0,US,M
2022,SE,FT,Data Analyst,48000,EUR,50432,ES,0,ES,M
2022,SE,FT,Data Analyst,127000,USD,127000,US,0,US,M
2020,MI,FT,Product Data Analyst,20000,USD,20000,US,0,US,S
2023,SE,FT,Data Analyst,148500,USD,148500,US,0,US,M
2023,MI,FT,Machine Learning Engineer,38000,GBP,100000,GB,100,GB,M
2023,SE,FT,Machine Learning Engineer,100000,USD,100000,CA,100,CA,M
2023,SE,FT,Data Engineer,75000,USD,75000,US,0,US,M
2022,SE,FT,Data Engineer,100000,USD,100000,US,100,US,M
2023,SE,FT,Machine Learning Engineer,199000,USD,199000,US,100,US,M
2021,EN,PT,Computer Vision Software Engineer,120000,DKK,100000,DK,50,DK,L
2023,MI,FT,Research Engineer,200000,USD,200000,US,0,US,M
2022,EN,FT,Machine Learning Engineer,45000,GBP,55410,GB,100,GB,S
2022,MI,FT,Data Manager,98000,USD,98000,US,0,US,M
2023,SE,FT,Data Engineer,110000,USD,110000,US,0,US,M
2023,SE,FT,Data Scientist,140000,USD,140000,US,0,US,M
2022,MI,FT,Data Analyst,160000,USD,160000,US,0,US,M
2021,MI,FT,Data Scientist,115000,USD,115000,US,50,US,L
2023,MI,FT,Data Engineer,120000,USD,120000,US,0,US,M
2023,SE,FT,Cloud Database Engineer,115000,USD,115000,US,100,US,M
2023,SE,FT,Data Scientist,100000,USD,100000,IE,0,IE,M
2022,SE,FT,Data Engineer,144000,USD,144000,US,100,US,M
2022,EN,PT,Data Scientist,110000,USD,110000,US,100,FR,M
2023,SE,FT,Data Analyst,106800,USD,106800,US,0,US,M
2023,SE,FT,Data Architect,138000,USD,138000,GB,100,GB,M
2022,SE,FT,Data Scientist,100000,USD,100000,US,100,US,M
2022,SE,FT,Data Analyst,100000,USD,100000,US,100,US,M
2022,SE,FT,Data Engineer,162000,USD,162000,US,100,US,M
2022,SE,FT,Data Operations Analyst,123000,USD,123000,US,0,US,M
2022,MI,FT,Data Scientist,225000,USD,225000,US,0,US,M
2023,MI,FT,Machine Learning Scientist,125000,USD,125000,US,0,US,S
2023,SE,FT,Applied Scientist,136000,USD,136000,US,0,US,L
2022,SE,FT,Data Scientist,136000,USD,136000,US,100,US,M
2022,MI,FT,Data Scientist,35000,GBP,43096,GB,0,GB,M
2023,SE,FT,Data Architect,113000,USD,113000,US,0,US,M
2023,SE,FT,Data Engineer,120000,USD,120000,US,0,US,M
2022,SE,FT,Machine Learning Engineer,131300,USD,131300,US,100,US,L
2023,SE,FT,Data Analyst,100000,USD,100000,US,0,US,M
2021,EN,FT,Machine Learning Scientist,225000,USD,225000,US,100,US,L
2020,SE,FT,Machine Learning Scientist,260000,USD,260000,JP,0,JP,S
